20,10,11.8584841096499
20,11,13.005321997026
20,12,14.0993104411949
21,1,15.8291810545505
21,2,18.231474973998
21,3,20.824545092991
21,4,23.389249693963
21,5,26.3614779031885
21,6,30.0132670317681
21,7,34.0371358594654
21,8,38.0259166136033
21,9,41.9228664210113
21,10,45.9530733966245
21,11,50.0402026046435
21,12,54.1116169565749
22,1,58.1265484424199
22,2,62.1089575414201
22,3,66.0010366633332
22,4,69.7915671739111
22,5,73.6117253574485
22,6,77.419219460912
22,7,80.9745492252519
22,8,84.3312137752178
22,9,87.7639501520003
22,10,91.2118478496186
22,11,94.4030543257687
22,12,97.3482861897204
23,1,100.194889157828
23,2,102.87077598645
23,3,105.375622604349
