17,8,19.8074221234594
17,9,18.8714874359554
17,10,18.2088859165896
17,11,17.6867768087204
17,12,17.2292975393247
18,1,16.8534791425376
18,2,16.5848777702255
18,3,16.4098598433634
18,4,16.2979273814876
18,5,16.0699305037975
18,6,15.8859870014531
18,7,15.5798347538554
18,8,15.3034866573813
18,9,15.0464139431646
18,10,14.8017553813772
18,11,14.5653452742013
18,12,14.3334601561884
19,1,14.1023182455167
19,2,13.868788581547
19,3,13.6307482752508
19,4,13.2151558247366
19,5,12.7901341529021
19,6,12.3549906857183
19,7,11.9093929408561
19,8,11.4533406616875
19,9,10.9870651048325
19,10,10.6890964736316
19,11,10.3835206349492
19,12,10.0707148257946
20,1,9.93169679374146
