20,7,9.48719618269294
20,8,10.6150327903206
20,9,11.681099689364
20,10,12.8447276256107
20,11,13.9351326216351
20,12,15.1199640365476
21,1,16.9079476604746
21,2,19.2704342491294
21,3,21.7906651266257
21,4,24.3070173499465
21,5,27.2485175860551
21,6,30.8600130033247
21,7,34.8293201565361
21,8,38.7619027847281
21,9,42.6090409249411
21,10,46.5937541566973
21,11,50.6358959999491
21,12,54.6629156350831
22,1,58.6362008716065
22,2,62.5806559242655
22,3,66.4378923993099
22,4,70.1960363442208
22,5,73.9862375961268
22,6,77.7663963812045
22,7,81.2969462336341
22,8,84.6310965992107
22,9,88.0433280025813
22,10,91.472587983998
22,11,94.6469033052572
22,12,97.5768245591207
