20,2,2.89345648531299
20,3,3.61662190739339
20,4,4.36729218542477
20,5,5.22485707519643
20,6,6.18149414004874
20,7,7.16527962900758
20,8,8.12762354231399
20,9,9.06355820477716
20,10,9.97733043198347
20,11,10.8597930303317
20,12,11.9933028421129
21,1,13.8365166723725
21,2,16.2745644009091
21,3,18.8707924589349
21,4,21.4865776626149
21,5,24.5597387555353
21,6,28.3197918898404
21,7,32.4384381145391
21,8,36.5173694115792
21,9,40.5100447389065
21,10,44.6388861186935
21,11,48.8201005872934
21,12,52.9783595661473
22,1,57.0745727577928
22,2,61.1340390386476
22,3,65.0983640863265
22,4,68.9553998625924
22,5,72.8363126350615
22,6,76.6994062456719
22,7,80.3056645014581
