19,3,4.95815549859832
19,4,5.22571480536125
19,5,5.65748444810525
19,6,6.17676720872209
19,7,6.782938342481
19,8,7.47615976394259
19,9,7.81483685784293
19,10,7.91641113118502
19,11,7.909472720109
19,12,7.68322570828652
20,1,7.55038804357178
20,2,7.5521077732935
20,3,7.60255121183582
20,4,8.38840546597673
20,5,9.32481498904084
20,6,10.5688217360455
20,7,12.1456308237906
20,8,12.9929993159277
20,9,13.8317410313032
20,10,14.6594787037961
20,11,15.3078762687268
20,12,16.2152101826078
21,1,17.8479121055217
21,2,20.1407661010205
21,3,22.6960638875614
21,4,24.8885329681504
21,5,27.5697481330487
21,6,30.9704503318847
21,7,34.7620365802331
21,8,38.5451199179005
