22,12,103.905085190503
23,1,106.902636745655
23,2,109.401394090554
23,3,111.522734488376
23,4,113.689133730477
23,5,115.962380120559
23,6,117.983311841358
23,7,119.676090231371
23,8,121.281666291137
23,9,122.851681949015
23,10,124.155850291032
23,11,125.216446191473
23,12,126.188487639672
24,1,127.03593374474
24,2,127.651405851503
24,3,128.097471157349
24,4,128.471453069094
24,5,128.675337464163
24,6,128.684569158023
24,7,128.594111040661
24,8,128.408197482492
24,9,127.970210861478
24,10,127.299927547673
24,11,126.528876075549
24,12,125.689914335699
25,1,124.652107893413
25,2,123.465943595803
25,3,122.22619716465
25,4,120.84921873165
25,5,119.228408840482
