20,11,13.0950791170758
20,12,14.2128747377912
21,1,15.9481837791766
21,2,18.3553671686821
21,3,20.9572505230232
21,4,23.5286870158707
21,5,26.5019565149404
21,6,30.1512185324193
21,7,34.1719932919965
21,8,38.157658552739
21,9,42.0506382295434
21,10,46.0757801088844
21,11,50.1573181883528
21,12,54.2231502392942
22,1,58.2326072925479
22,2,62.2095692734438
22,3,66.0962556518769
22,4,69.8815716670103
22,5,73.696781499646
22,6,77.4996052267989
22,7,81.0505272072504
22,8,84.403044546907
22,9,87.8319025037951
22,10,91.2761902043574
22,11,94.4640405885123
22,12,97.4061502055069
23,1,100.249847194781
23,2,102.923028951363
23,3,105.42535537176
23,4,107.889547649917
