20,3,3.41508127862302
20,4,4.11345606349732
20,5,4.96071323799423
20,6,5.9087403277703
20,7,6.87555098009293
20,8,7.82611142105889
20,9,8.76350643713833
20,10,9.68707757156458
20,11,10.5808330855056
20,12,11.725844846153
21,1,13.5825511726048
21,2,16.0364924932789
21,3,18.6496292377349
21,4,21.2820772324698
21,5,24.3713880694119
21,6,28.1471988103749
21,7,32.2810928658823
21,8,36.374458544472
21,9,40.3805628538375
21,10,44.5218140532717
21,11,48.7144598389703
21,12,52.8831838367188
22,1,56.98889878267
22,2,61.056936130682
22,3,65.0289634909967
22,4,68.8929013179026
22,5,72.7799777122482
22,6,76.6485551600763
22,7,80.2596797319964
22,8,83.667137360254
